"Collection Name","Title#1","Title#1$1","Title#1$4","Title#1$5","Title#1$2","Title#1$3","Title#1$6","Uniform Title#1","Other Title#1","Other Title#1$4","Other Title#1$5","Other Title#1$2","Other Title#1$3","Other Title#1$1","Other Title#1$8","Other Title#1$6","Other Title#1$7","Series Title#1","Composer#1","Composer#1$1","Composer#1$2","Lyricist#1","Arranger#1","Arranger#1$2","Arranger#1$1","Contributor#1","Contributor#1$1","Contributor#1$2","Contributor#1$5","Contributor#1$6","Contributor#1$3","Contributor#1$4","Type of Resource#1","Place Term#1","Place Term#1$1","Place Term#1$2","Publisher#1","Publisher#1$1","Publisher#1$2","Date Issued#1","Edition#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1$1","Form#1$2","Form#1","Form Authority#1","Form Authority#1$1","Form Authority#1$2","Internet Media Type#1","Extent#1","Extent#1$6","Extent#1$4","Extent#1$5","Extent#1$2","Extent#1$3","Extent#1$1","Digital Origin#1","Note#1","Subject Topic#1","Subject Topic#1$3","Subject Topic#1$2","Subject Topic#1$1","Subject Geographic#1","Subject Name#1","Plate Number#1","Plate Number#1$1","Plate Number#1$2","Plate Number#1$5","Plate Number#1$6","Plate Number#1$3","Plate Number#1$4","Plate Number#1$9","Plate Number#1$7","Plate Number#1$8","Plate Number#1$10","Plate Number#1$11","Plate Number#1$12","Publisher Number#1","Identifier#1$5","Identifier#1$6","Identifier#1$7","Identifier#1$8","Identifier#1$9","Identifier#1$1","Identifier#1$2","Identifier#1$3","Identifier#1$4","Identifier#1","Identifier URI#1","Bib Number#1","Shelf Identifier#1","Physical Location#1","Rights#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Ricardo Viñes Piano Music","Argentina: suite de concierto para piano","","","","","","","","","","","","","","","","","","Soderini, Domingo","","","","","","","","","","","","","","notated music","Buenos Aires","","","G. Ricordi e C.","","","[1926?]","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","27 pages of music","","","","","","","reformatted digital","","Suites (Piano)","","","","Argentina--Songs and music","","","","","","","","","","","","","","","","","","","","","","","","","musc_vines_soderiniArgentina.pdf","Catalog record: http://libraries.colorado.edu/record=b3475660~S3","b34756607","M24.S69 A7","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3537","4623","musc_vines_soderiniArgentina.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3537~148326"
"Ricardo Viñes Piano Music","Ariane: suite pour piano","","","","","","","Ariane","","","","","","","","","","","Herberigs, Robert, 1886-1974","","","","","","","","","","","","","","notated music","Gand, [Belgium]","","","Paul Struyf","","","[between 1900 and 1999?]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","26 pages of music","","","","","","","reformatted digital","","","","Suites (Piano)","Piano music","","","P.879 S. Paul Struyf","","","","","","","","","","","","","","","","","","","","","","","musc_vines_herberigsAriane.pdf","Catalog record: http://libraries.colorado.edu/record=b2136569~S3","b21365696","M24.H55 A7","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","2808","4623","musc_vines_herberigsAriane.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~2808~148456"
"Ricardo Viñes Piano Music","Ariel: caprice fantastique pour piano","","","","","","","","Caprice fantastique pour piano","","","","","","","","","","Chrétien, Hedwige, 1859-1944","","","","","","","","","","","","","","notated music","Paris","","","E. Lacombe","","","[between 1890 and 1899?]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","7 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","E.L.D.52 E. Lacombe","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002061426.pdf","Catalog record: http://libraries.colorado.edu/record=b2688789~S3","b26887897","M25.C55 A7","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3243","4623","musc_vines_U183002061426.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3243~148057"
"Ricardo Viñes Piano Music","Au jardin de France: trois pièces pour piano, no. 3","","","","","","","Au jardin de France, no. 3","","","","","","","","","","","Woollett, Henry, 1864-1936","","","","","","","","","","","","","","notated music","Paris","","","Costallat & Cie.","","","©1912","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","5 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","1710 (3) Costallat & Cie","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001774490.pdf","Catalog record: http://libraries.colorado.edu/record=b3480291~S3","b34802915","M25.W66 A8 no. 3","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3573","4623","musc_vines_U183001774490.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3573~188671"
"Ricardo Viñes Piano Music","Au large des clochers","","","","","","","Soirs armoricains. Au large des clochers","","","","","","","","","","","Vuillemin, Louis, 1879-1929","","","","","","","","","","","","","","notated music","Paris","","","A. Durand","","","©1922","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","4 pages of music","","","","","","","reformatted digital","For piano. Caption title.","","","Piano music","Suites--Excerpts","","","D.&F. 11651 Durand","","","","","","","","","","","","","","","","","","","","","","","musc_vines_vuilleminArmoricains_v.1.pdf","Catalog record: http://libraries.colorado.edu/record=b3317270~S3","b33172705","M24.V985 op.21 v.1","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3391","4623","musc_vines_vuilleminArmoricains_v.1.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3391~149173"
"Ricardo Viñes Piano Music","Au son des harpes: fantaisie pour piano","","","","","","","","","","","","","","","","","","Erlanger, Frédéric, baron d', 1868-1943","","","","","","","","","","","","","","notated music","London","","","Schott & Co.","","","©1924","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","19 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","S.& Co. 4216 Schott & Co","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002060307.pdf","Catalog record: http://libraries.colorado.edu/record=b3319861~S3","b33198615","M25.E75 A8","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3400","4623","musc_vines_U183002060307.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3400~148131"
"Ricardo Viñes Piano Music","Aubade-impromptu: pour piano","","","","","","","","","","","","","","","","","","Staub, Victor","","","","","","","","","","","","","","notated music","Paris","","","A. Durand & Fils","","","©1907","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","8 pages of music","","","","","","","reformatted digital","""Op. 11""--Caption title. Cover title.","Piano music","","","","","","D. & F. 6984 A. Durand & Fils","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001772383.pdf","Catalog record: http://libraries.colorado.edu/record=b3476714~S3","b34767149","M25.S736 A8","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3541","4623","musc_vines_U183001772383.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3541~188759"
"Ricardo Viñes Piano Music","Aus Meinem Tagebuch: zwölf kleine Stücke für Klavier zu zwei Händen, op. 82","","","","","","","Aus meinem Tagebuch, Bk. 1","","","","","","","","","","","Reger, Max, 1873-1916","","","","","","","Teichmüller, Robert, 1863-1939","","","","","","","notated music","Leipzig","","","Lauterbach u. Kuhn","","","©1904","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","47 pages of music","","","","","","","reformatted digital","""Mit Fingersatz versehen von Robert Teichmüller."" For piano solo.","","","Piano music","Suites (Piano)","","","","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001026229.pdf","Catalog record: http://libraries.colorado.edu/record=b2138311~S3","b2138311x","M24.R42 A8","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","2817","4623","musc_vines_U183001026229.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~2817~188935"
"Ricardo Viñes Piano Music","Avant l'aube: nocturne pour piano","","","","","","","","Nocturne pour piano","","","","","","","","","","Rojoux, Charles","","","","","","","","","","","","","","notated music","Paris","","","Ista-Beausier","","","©1899","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","3 pages of music","","","","","","","reformatted digital","Caption title.","Nocturnes (Piano)","","","","","","I.B. 153 Ista-Beausier","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001770145.pdf","Catalog record: http://libraries.colorado.edu/record=b2683687~S3","b26836877","M25.R635 A9","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3181","4623","musc_vines_U183001770145.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3181~188811"
"Ricardo Viñes Piano Music","Ave Maria gratia plena: meditación para pianoforte solo","","","","","","","","","","","Gratia plena","","Meditación para pianoforte","","","","Edición Rufino; no. 4","Rufino, Abel","","","","","","","","","","","","","","notated music","Buenos Aires","","","Florencio Varela","","","1924","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","4 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001770632.pdf","Catalog record: http://libraries.colorado.edu/record=b2688821~S3","b2688821x","M25.R84 A9","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3249","4623","musc_vines_U183001770632.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3249~188791"
"Ricardo Viñes Piano Music","Bagatelle pour piano","","","","","","","","Bagatelle","","","","","","","","","","Lesur, Daniel, 1908-2002","","","","","","","","","","","","","","notated music","Paris","","","Editions Fortin","","","[between 1934 and 1936]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","2 unnumbered pages of music","","","","","","","reformatted digital","Cover title.","Piano music","","","","","","83.M.F. Editions Fortin","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002064872.pdf","Catalog record: http://libraries.colorado.edu/record=b2679359~S3","b26793593","M25.L488 B3","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3164","4623","musc_vines_U183002064872.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3164~147897"
"Ricardo Viñes Piano Music","Bagatelles: cinq pièces pour piano","","","","","","","Bagatelles, piano","","","","","","","","","","","Harsányi, Tibor, 1898-1954","","","","","","","","","","","","","","notated music","Paris","","","A. Leduc","","","[©1930]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","16 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","A. L. 17,676 A. Leduc","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002063193.pdf","Catalog record: http://libraries.colorado.edu/record=b2275027~S3","b22750277","M25.H378 B3","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","2916","4623","musc_vines_U183002063193.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~2916~147957"
"Ricardo Viñes Piano Music","Ballada: sobre duas melodias portuguezas composta para piano, op. 16","","","","","","","Ballada, piano, op. 16","","","","","","","","","","","Motta, José Vianna da, 1868-1948","","","","","","","","","","","","","","notated music","Porto","","","Moreira de Sá","","","[1905]","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","10 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","Ed. No.31. Moreira de Sá","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001773795.pdf","Catalog record: http://libraries.colorado.edu/record=b3458575~S3","b34585758","M25 .V49 op.16","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3418","4623","musc_vines_U183001773795.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3418~188707"
"Ricardo Viñes Piano Music","Ballade für Pianoforte zu zwei Händen","","","","","","","Ballade, piano, op. 2","","","","","","","","","","","Szántó, Tivadar, 1877-1934","","","","","","","","","","","","","","notated music","Leipzig","","","C.F. Kahnt","","","©1903","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","23 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","3725 C.F. Kahnt","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001772951.pdf","Catalog record: http://libraries.colorado.edu/record=b3478250~S3","b34782503","M25.S98 B3","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3551","4623","musc_vines_U183001772951.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3551~188733"
"Ricardo Viñes Piano Music","Ballade pour piano","","","","","","","Ballade, piano","","","","","","","","","","","Steck, Francisco","","","","","","","","","","","","","","notated music","Paris","","","Chez ""Les Steck""","","","[between 1900 and 1999]","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","20 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","J.L. 137 S Chez ""Les Steck""","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001772676.pdf","Catalog record: http://libraries.colorado.edu/record=b3476721~S3","b34767216","M25.S737 B3","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3543","4623","musc_vines_U183001772676.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3543~188747"
"Ricardo Viñes Piano Music","Ballade pour piano","","","","","","","Ballads, piano","","","","","","","","","","","Wurmser, Lucien","","","","","","","","","","","","","","notated music","Paris","","","Maurice Senart","","","©1939","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","7 pages of music","","","","","","","reformatted digital","Cover title.","Piano music","","","","","","E.M.S. 8816 M. Senart","","","","","","","","","","","","","","","","","","","","","","","musc_vines_wurmserBallade.pdf","Catalog record: http://libraries.colorado.edu/record=b3319862~S3","b33198627","M25.W87 B3","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3401","4623","musc_vines_wurmserBallade.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3401~147649"
"Ricardo Viñes Piano Music","Barcarole und tarantelle: für pianoforte, op. 27, no. 2, Tarantelle","","","","","","","Tarantella, piano, op. 27, no.2, G♭ major","Tarantella","","","","","","","","","","Moszkowski, Moritz, 1854-1925","","","","","","","","","","","","","","notated music","Breslau","","","Julius Hainauer","","","[between 1890 and 1899?]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","1 score (15 pages)","","","","","","","reformatted digital","For piano.","Piano music","","","","","","J. 2389 H. Julius Hainauer","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183007245075.pdf","Catalog record: http://libraries.colorado.edu/record=b2634740~S3","b26347404","M30.M68 T3","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3056","4623","musc_vines_U183007245075.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3056~188543"
"Ricardo Viñes Piano Music","Barcarolle","","","","","","","Barcarolle, piano","","","","","","","","","","Œuvres pour piano","Moreau, Léon, 1870-1946","","","","","","","","","","","","","","notated music","Paris","","","H. Gregh","","","©1904","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","8 pages of music","","","","","","","reformatted digital","Caption title.","Piano music","","","","","","H.G. 1285 H. Gregh","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002066696.pdf","Catalog record: http://libraries.colorado.edu/record=b2690764~S3","b26907641","M25.M667 B3","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3269","4623","musc_vines_U183002066696.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3269~147825"
"Ricardo Viñes Piano Music","Barcarolle pour piano","","","","","","","Barcarolle, piano","","","","","","","","","","","Reuchsel, Amédée, 1875-1931","","","","","","","","","","","","","","notated music","Paris","","","H. Lemoine","","","[between 1900 and 1999?]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","8 pages of music","","","","","","","reformatted digital","Cover title.","Piano music","","","","","","20869.HL. H. Lemoine","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002069644.pdf","Catalog record: http://libraries.colorado.edu/record=b2690781~S3","b26907811","M25.R47 B3","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3271","4623","musc_vines_U183002069644.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3271~188559"
"Ricardo Viñes Piano Music","Barcarolle pour piano","","","","","","","","","","","","","","","","","","Breteuil, François de, 1892-","","","","","","","","","","","","","","notated music","[Paris]","","","M. Eschig","","","©1921","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","4 pages of music","","","","","","","reformatted digital","Caption title. ""Supplément au 'Courrier Musical' du 1. Avril 1921""--Caption.","Piano music","","","","","","","","","","","","","","","","","","","","","","","","","","","","","musc_vines_breteuilBarcarolle.pdf","Catalog record: http://libraries.colorado.edu/record=b2686279~S3","b26862797","M25.B739 B3","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3216","4623","musc_vines_breteuilBarcarolle.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3216~148766"
"Ricardo Viñes Piano Music","Barcarolle pour piano, op. 44","","","","","","","Barcarolle, piano, op. 44, F♯ major","","","","","","","","","","","Lyadov, Anatoly Konstantinovich, 1855-1914","","","","","","","","","","","","","","notated music","Leipzig","","","M.P. Belaïeff","","","1898","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","7 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","1874 M.P. Belaï eff","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002064791.pdf","Catalog record: http://libraries.colorado.edu/record=b2274009~S3","b22740090","M25 .L52 op.44","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","2911","4623","musc_vines_U183002064791.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~2911~147901"
"Ricardo Viñes Piano Music","Basquine: danse espagnole","","","","","","","","","","","","","","","","","","Behr, Franz, 1837-1898","","","","","","","","","","","","","","notated music","Berlin","","","N. Simrock","","","[1892?]","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","7 pages of music","","","","","","","reformatted digital","For piano. Publication date inferred from plate number. Cf. Musik Verlags Nummern / O.E. Deutsch. Caption title.","Piano music","","","","","","9583 N. Simrock","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001472925.pdf","Catalog record: http://libraries.colorado.edu/record=b3461841~S3","b34618417","M31.B45 B3","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3447","4623","musc_vines_U183001472925.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3447~188841"
"Ricardo Viñes Piano Music","Bazar a deux sous: neuf pièces faciles pour piano, op. 34","","","","","","","","","","","Neuf pièces faciles pour piano","","9 pièces faciles pour piano","","","","","Vuataz, Roger, 1898-1988","","","","","","","","","","","","","","notated music","Paris","","","M. Senart","","","©1931","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","19 pages of music","","","","","","","reformatted digital","","Suites (Piano)","","","","","","E.M.S. 8336 M. Senart","","","","","","","","","","","","","I.F.M. 7679 M. Senart","","","","","","","","","","musc_vines_vuatazBazar.pdf","Catalog record: http://libraries.colorado.edu/record=b2679622~S3","b26796223","M24.V98 B3","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3172","4623","musc_vines_vuatazBazar.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3172~147675"
"Ricardo Viñes Piano Music","Berceuse","","","","","","","","","","","","","","","","","","Bachelet, Alfred, 1864-1944","","","","","","","","","","","","","","notated music","Paris","","","La Sirène Musicale","","","©1928","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","6 pages of music","","","","","","","reformatted digital","Caption title.","Piano music","","","","","","P.D. 1339 La Sirène Musicale","","","","","","","","","","","","","","","","","","","","","","","musc_vines_bacheletBerceuse.pdf","Catalog record: http://libraries.colorado.edu/record=b2685141~S3","b26851416","M25.B164 B4","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3212","4623","musc_vines_bacheletBerceuse.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3212~148812"
"Ricardo Viñes Piano Music","Berceuse au couvre-feu: pour piano, op. 44","","","","","","","","","","","","","","","","","","Flagny, Lucien de","","","","","","","","","","","","","","notated music","Paris","","","A. Leduc","","","©1911","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","3 pages of music","","","","","","","reformatted digital","For piano.","Piano music","","","","","","A.L.14,666 A. Leduc","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002060771.pdf","Catalog record: http://libraries.colorado.edu/record=b2670849~S3","b26708498","M25 .F58 op.44","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3110","4623","musc_vines_U183002060771.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3110~149415"
"Ricardo Viñes Piano Music","Berceuse d'après-midi, op. 17, no. 4","","","","","","","Angelus de printemps. Berceuse d'après-midi","Angelus du printemps: suite pittoresque pour piano","","","","","","","","","","Maleingreau, Paul de, 1887-1956","","","","","","","","","","","","","","notated music","London","","","J. & W. Chester","","","©1920","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","3 pages of music","","","","","","","reformatted digital","For piano. Caption title.","","","Piano music","Suites (Piano)--Excerpts","","","J.W.C. 2062 J. & W. Chester","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002065488.pdf","Catalog record: http://libraries.colorado.edu/record=b3273249~S3","b32732491","M25.M337 S8","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3375","4623","musc_vines_U183002065488.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3375~147879"
"Ricardo Viñes Piano Music","Berceuse et ronde pour le piano","","","","","","","","","","","","","","","","","","Allix, Paul","","","","","","","","","","","","","","notated music","Paris","","","Edition Mutuelle","","","[between 1900 and 1999?]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","7 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","E. 3170 M. Edition Mutuelle","","","","","","","","","","","","","","","","","","","","","","","musc_vines_allixBerceuseetRonde.pdf","Catalog record: http://libraries.colorado.edu/record=b2694326~S3","b26943268","M25.A46 B4","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3311","4623","musc_vines_allixBerceuseetRonde.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3311~148546"
"Ricardo Viñes Piano Music","Berceuse pour piano","","","","","","","","","","","","","","","","","","Polignac, Armande de","","","","","","","","","","","","","","notated music","Paris","","","Pfister","","","[between 1900 and 1999?]","","","","","","printed materials (object genre)","manuscripts (documents)","","","AAT","AAT","application/pdf","7 pages of music","","","","","","","reformatted digital","Library has two copies. Copy 1 is a combination of printed score and manuscript: pages 2-4 consist of a printed score with manuscript amendations (pages 5-11), with the manuscript portion unattributed. Copy 2 is autographed by the composer on title page.","Piano music","","","","","","P.F. 322 Pfister","","","","","","","","","","","","","","","","","","","musc_vines_U183002068680.pdf","musc_vines_U183002068371.pdf","","","","Catalog record: http://libraries.colorado.edu/record=b3392424~S3","b33924247","M25.P65 B4","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3409","4623","musc_vines_U183002068680.pdf|musc_vines_U183002068371.pdf",""
